"an","location_name","caen_description","total_value","yoy_growth","market_share_pct","growth_rank"
2008, Dolj,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,9529000000,,2.40811313507065887600,1
2008, Braila,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,3694000000,,0.93352606999171097600,1
2008, Municipiul Bucuresti,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,131544000000,,33.24303014374380850300,1
2008, Mures,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,6970000000,,1.76141762529567555500,1
2008, Covasna,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2713000000,,0.68561348887046883500,1
2008, Maramures,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,4729000000,,1.19508521521137011500,1
2008, Gorj,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2563000000,,0.64770636637486606200,1
2008, Buzau,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,5678000000,,1.43491094353355033100,1
2008, Suceava,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,6490000000,,1.64011483330974667900,1
2008, Timis,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,13524000000,,3.41770616420354608500,1
2008, Bacau,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,7181000000,,1.81474031093949012400,1
2008, Mehedinti,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,1747000000,,0.44149161999878697200,1
2008, Tulcea,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2091000000,,0.52842528758870266700,1
2008, Alba,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2851000000,,0.72048804156642338700,1
2008, Sibiu,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,7541000000,,1.90571740492893678100,1
2008, Ilfov,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,32679000000,,8.25844570689202029800,1
2008, Botosani,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2261000000,,0.57138669308371914400,1
2008, Vaslui,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2116000000,,0.53474314133796979600,1
2008, Dambovita,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,3818000000,,0.96486262458807593600,1
2008, Brasov,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,13654000000,,3.45055900369973515600,1
2008, Constanta,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,15932000000,,4.02624183733295594700,1
2008, Calarasi,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,1810000000,,0.45741261144694013700,1
2008, Prahova,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,11419000000,,2.88574287851525382600,1
2008, Teleorman,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2410000000,,0.60904110142935123200,1
2008, Bihor,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,9825000000,,2.48291652346198168300,1
2008, Salaj,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,2371000000,,0.59918524958049451100,1
2008, Valcea,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,3988000000,,1.00782403008309241300,1
2008, Neamt,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,4258000000,,1.07605685057517740500,1
2008, Caras-Severin,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,1926000000,,0.48672745284353961500,1
2008, Galati,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,7657000000,,1.93503224632553625900,1
2008, Hunedoara,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,5231000000,,1.32194771849665406500,1
2008, Satu Mare,G  COMERT CU RIDICATA SI CU AMANUNTUL; REPARAREA AUTOVEHICULELOR SI MOTOCICLETELOR,3859000000,,0.97522390473687402700,1
2008, Prahova,H  TRANSPORT SI DEPOZITARE,1599000000,,3.57510173053704780200,1
2008, Timis,H  TRANSPORT SI DEPOZITARE,1787000000,,3.99543889460269194700,1
2008, Brasov,H  TRANSPORT SI DEPOZITARE,1165000000,,2.60474891561955015000,1
2008, Mures,H  TRANSPORT SI DEPOZITARE,692000000,,1.54719849751822206300,1
2008, Iasi,H  TRANSPORT SI DEPOZITARE,670000000,,1.49801010597862540800,1
2008, Hunedoara,H  TRANSPORT SI DEPOZITARE,823000000,,1.84009301077672941900,1
2008, Galati,H  TRANSPORT SI DEPOZITARE,901000000,,2.01448821714439028800,1
2008, Mehedinti,H  TRANSPORT SI DEPOZITARE,446000000,,0.99718284666636855500,1
2008, Dolj,H  TRANSPORT SI DEPOZITARE,710000000,,1.58744354514152841700,1
2008, Dambovita,H  TRANSPORT SI DEPOZITARE,510000000,,1.14027634932701337000,1
2008, Vrancea,H  TRANSPORT SI DEPOZITARE,188000000,,0.42033716406564414400,1
2008, Buzau,H  TRANSPORT SI DEPOZITARE,393000000,,0.87868353977552206800,1
2008, Olt,H  TRANSPORT SI DEPOZITARE,265000000,,0.59249653445423243800,1
2008, Ilfov,H  TRANSPORT SI DEPOZITARE,2983000000,,6.66949872557349192900,1
2008, Bihor,H  TRANSPORT SI DEPOZITARE,1635000000,,3.65559182578366051100,1
2008, Arges,H  TRANSPORT SI DEPOZITARE,1394000000,,3.11675535482716987900,1
2008, Calarasi,H  TRANSPORT SI DEPOZITARE,501000000,,1.12015382551536019300,1
2008, Braila,H  TRANSPORT SI DEPOZITARE,411000000,,0.91892858739882842200,1
2008, Maramures,H  TRANSPORT SI DEPOZITARE,703000000,,1.57179269328802039100,1
2008, Municipiul Bucuresti,H  TRANSPORT SI DEPOZITARE,10626000000,,23.75799311362518445600,1
2008, Covasna,H  TRANSPORT SI DEPOZITARE,376000000,,0.84067432813128828900,1
2008, Tulcea,H  TRANSPORT SI DEPOZITARE,267000000,,0.59696820641237758800,1
2008, Valcea,H  TRANSPORT SI DEPOZITARE,491000000,,1.09779546572463444100,1
2008, Harghita,H  TRANSPORT SI DEPOZITARE,542000000,,1.21182310065733577800,1
2008, Bistrita-Nasaud,H  TRANSPORT SI DEPOZITARE,343000000,,0.76689174082189330600,1
2008, Teleorman,H  TRANSPORT SI DEPOZITARE,248000000,,0.55448732280999865800,1
2008, Caras-Severin,H  TRANSPORT SI DEPOZITARE,278000000,,0.62156240218217591600,1
2008, Cluj,H  TRANSPORT SI DEPOZITARE,1660000000,,3.71148772526047489200,1
2008, Bacau,H  TRANSPORT SI DEPOZITARE,727000000,,1.62545275678576219600,1
2008, Giurgiu,H  TRANSPORT SI DEPOZITARE,394000000,,0.88091937575459464300,1
2008, Sibiu,H  TRANSPORT SI DEPOZITARE,1567000000,,3.50355497920672539500,1
2008, Vaslui,H  TRANSPORT SI DEPOZITARE,184000000,,0.41139382014935384300,1
2008, Arad,H  TRANSPORT SI DEPOZITARE,1277000000,,2.85516254527567857600,1
2008, Satu Mare,H  TRANSPORT SI DEPOZITARE,485000000,,1.08438044985019898900,1
2008, Constanta,H  TRANSPORT SI DEPOZITARE,4009000000,,8.96346644010195412100,1
2008, Salaj,H  TRANSPORT SI DEPOZITARE,837000000,,1.87139471448374547200,1
2008, Gorj,H  TRANSPORT SI DEPOZITARE,330000000,,0.73782587309394982800,1
2008, Alba,H  TRANSPORT SI DEPOZITARE,601000000,,1.34373742342261771700,1
2008, Botosani,H  TRANSPORT SI DEPOZITARE,256000000,,0.57237401064257926000,1
2008, Neamt,H  TRANSPORT SI DEPOZITARE,398000000,,0.88986271967088494400,1
2008, Suceava,H  TRANSPORT SI DEPOZITARE,734000000,,1.64110360863927022300,1
2008, Ialomita,H  TRANSPORT SI DEPOZITARE,320000000,,0.71546751330322407500,1
2008, Ilfov,I  HOTELURI SI RESTAURANTE,345000000,,3.07678587353964148800,1
2008, Prahova,I  HOTELURI SI RESTAURANTE,400000000,,3.56728796932132346400,1
2008, Dambovita,I  HOTELURI SI RESTAURANTE,91000000,,0.81155801302060108800,1
2008, Brasov,I  HOTELURI SI RESTAURANTE,485000000,,4.32533666280210470000,1
2008, Harghita,I  HOTELURI SI RESTAURANTE,131000000,,1.16828680995273343400,1
2008, Bacau,I  HOTELURI SI RESTAURANTE,165000000,,1.47150628734504592900,1
2008, Constanta,I  HOTELURI SI RESTAURANTE,923000000,,8.23151698920895389300,1
2008, Giurgiu,I  HOTELURI SI RESTAURANTE,31000000,,0.27646481762240256800,1
2008, Ialomita,I  HOTELURI SI RESTAURANTE,153000000,,1.36448764826540622500,1
2008, Bihor,I  HOTELURI SI RESTAURANTE,334000000,,2.97868545438330509200,1
2008, Buzau,I  HOTELURI SI RESTAURANTE,208000000,,1.85498974404708820100,1
2008, Vaslui,I  HOTELURI SI RESTAURANTE,71000000,,0.63319361455453491500,1
2008, Alba,I  HOTELURI SI RESTAURANTE,113000000,,1.00775885133327387900,1
2008, Satu Mare,I  HOTELURI SI RESTAURANTE,110000000,,0.98100419156336395300,1
2008, Gorj,I  HOTELURI SI RESTAURANTE,125000000,,1.11477749041291358200,1
2008, Suceava,I  HOTELURI SI RESTAURANTE,212000000,,1.89066262374030143600,1
2008, Mures,I  HOTELURI SI RESTAURANTE,242000000,,2.15820922143940069600,1
2008, Tulcea,I  HOTELURI SI RESTAURANTE,90000000,,0.80263979309729777900,1
2008, Timis,I  HOTELURI SI RESTAURANTE,396000000,,3.53161508962811022900,1
2008, Covasna,I  HOTELURI SI RESTAURANTE,112000000,,0.99884063140997057000,1
2008, Sibiu,I  HOTELURI SI RESTAURANTE,265000000,,2.36332827967537679500,1
2008, Mehedinti,I  HOTELURI SI RESTAURANTE,60000000,,0.53509319539819852000,1
2008, Cluj,I  HOTELURI SI RESTAURANTE,487000000,,4.34317310264871131700,1
2008, Dolj,I  HOTELURI SI RESTAURANTE,185000000,,1.64987068581111210200,1
2008, Braila,I  HOTELURI SI RESTAURANTE,93000000,,0.82939445286720770500,1
2008, Vrancea,I  HOTELURI SI RESTAURANTE,53000000,,0.47266565593507535900,1
2008, Municipiul Bucuresti,I  HOTELURI SI RESTAURANTE,2963000000,,26.42468563274770355800,1
2008, Galati,I  HOTELURI SI RESTAURANTE,217000000,,1.93525372335681797900,1
2008, Teleorman,I  HOTELURI SI RESTAURANTE,55000000,,0.49050209578168197600,1
2008, Valcea,I  HOTELURI SI RESTAURANTE,274000000,,2.44359225898510657300,1
2008, Calarasi,I  HOTELURI SI RESTAURANTE,51000000,,0.45482921608846874200,1
2008, Maramures,I  HOTELURI SI RESTAURANTE,142000000,,1.26638722910906983000,1
2008, Bistrita-Nasaud,I  HOTELURI SI RESTAURANTE,171000000,,1.52501560688486578100,1
2008, Arges,I  HOTELURI SI RESTAURANTE,254000000,,2.26522786051904040000,1
2008, Salaj,I  HOTELURI SI RESTAURANTE,59000000,,0.52617497547489521100,1
2008, Olt,I  HOTELURI SI RESTAURANTE,61000000,,0.54401141532150182800,1
2008, Arad,I  HOTELURI SI RESTAURANTE,197000000,,1.75688932489075180600,1
2008, Hunedoara,I  HOTELURI SI RESTAURANTE,227000000,,2.02443592258985106600,1
2008, Iasi,I  HOTELURI SI RESTAURANTE,322000000,,2.87166681530366538800,1
2008, Botosani,I  HOTELURI SI RESTAURANTE,75000000,,0.66886649424774814900,1
2008, Neamt,I  HOTELURI SI RESTAURANTE,158000000,,1.40907874788192276800,1
2008, Caras-Severin,I  HOTELURI SI RESTAURANTE,107000000,,0.95424953179345402700,1
2008, Municipiul Bucuresti,J  INFORMATII SI COMUNICATII,24277000000,,69.44420606996767642100,1
2008, Cluj,J  INFORMATII SI COMUNICATII,1234000000,,3.52984925198089190200,1
2008, Dambovita,J  INFORMATII SI COMUNICATII,81000000,,0.23169999141851883600,1
2008, Vaslui,J  INFORMATII SI COMUNICATII,51000000,,0.14588517978203037800,1
2008, Iasi,J  INFORMATII SI COMUNICATII,626000000,,1.79066906948139248800,1
2008, Galati,J  INFORMATII SI COMUNICATII,192000000,,0.54921479447352613100,1
2008, Ilfov,J  INFORMATII SI COMUNICATII,1271000000,,3.63568751966589433300,1
2008, Mehedinti,J  INFORMATII SI COMUNICATII,46000000,,0.13158271117594896900,1
2008, Sibiu,J  INFORMATII SI COMUNICATII,239000000,,0.68365799937069138100,1
2008, Tulcea,J  INFORMATII SI COMUNICATII,46000000,,0.13158271117594896900,1
2008, Arges,J  INFORMATII SI COMUNICATII,202000000,,0.57781973168568895000,1
2008, Timis,J  INFORMATII SI COMUNICATII,1681000000,,4.80848994536456992500,1
2008, Covasna,J  INFORMATII SI COMUNICATII,127000000,,0.36328270259446780500,1
2008, Gorj,J  INFORMATII SI COMUNICATII,75000000,,0.21453702909122114500,1
2008, Brasov,J  INFORMATII SI COMUNICATII,533000000,,1.52464315340827826900,1
2008, Salaj,J  INFORMATII SI COMUNICATII,41000000,,0.11728024256986755900,1
2008, Alba,J  INFORMATII SI COMUNICATII,90000000,,0.25744443490946537400,1
2008, Valcea,J  INFORMATII SI COMUNICATII,116000000,,0.33181727166108870400,1
2008, Mures,J  INFORMATII SI COMUNICATII,231000000,,0.66077404960096112600,1
2008, Bihor,J  INFORMATII SI COMUNICATII,229000000,,0.65505306215852856200,1
2008, Caras-Severin,J  INFORMATII SI COMUNICATII,61000000,,0.17449011699419319800,1
2008, Buzau,J  INFORMATII SI COMUNICATII,93000000,,0.26602591607311422000,1
2008, Dolj,J  INFORMATII SI COMUNICATII,278000000,,0.79521725449812637700,1
2008, Prahova,J  INFORMATII SI COMUNICATII,1162000000,,3.32389370405331960300,1
2008, Maramures,J  INFORMATII SI COMUNICATII,157000000,,0.44909751423095626300,1
2008, Ialomita,J  INFORMATII SI COMUNICATII,73000000,,0.20881604164878858100,1
2008, Bacau,J  INFORMATII SI COMUNICATII,189000000,,0.54063331330987728500,1
2008, Satu Mare,J  INFORMATII SI COMUNICATII,87000000,,0.24886295374581652800,1
2008, Braila,J  INFORMATII SI COMUNICATII,80000000,,0.22883949769730255400,1
2008, Vrancea,J  INFORMATII SI COMUNICATII,72000000,,0.20595554792757229900,1
2008, Constanta,J  INFORMATII SI COMUNICATII,357000000,,1.02119625847421264900,1
2008, Suceava,J  INFORMATII SI COMUNICATII,120000000,,0.34325924654595383200,1
2008, Olt,J  INFORMATII SI COMUNICATII,78000000,,0.22311851025486999100,1
2008, Harghita,J  INFORMATII SI COMUNICATII,103000000,,0.29463085328527703900,1
2008, Botosani,J  INFORMATII SI COMUNICATII,65000000,,0.18593209187905832500,1
2008, Giurgiu,J  INFORMATII SI COMUNICATII,38000000,,0.10869876140621871300,1
2008, Bistrita-Nasaud,J  INFORMATII SI COMUNICATII,50000000,,0.14302468606081409700,1
2008, Arad,J  INFORMATII SI COMUNICATII,128000000,,0.36614319631568408700,1
2008, Hunedoara,J  INFORMATII SI COMUNICATII,105000000,,0.30035184072770960300,1
2008, Neamt,J  INFORMATII SI COMUNICATII,159000000,,0.45481850167338882700,1
2008, Teleorman,J  INFORMATII SI COMUNICATII,65000000,,0.18593209187905832500,1
2008, Calarasi,J  INFORMATII SI COMUNICATII,51000000,,0.14588517978203037800,1
2008, Gorj,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Bistrita-Nasaud,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Iasi,P  INVATAMANT,15000000,,2.50000000000000000000,1
2008, Galati,P  INVATAMANT,9000000,,1.50000000000000000000,1
2008, Hunedoara,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Arges,P  INVATAMANT,8000000,,1.33333333333333333300,1
2008, Sibiu,P  INVATAMANT,9000000,,1.50000000000000000000,1
2008, Prahova,P  INVATAMANT,25000000,,4.16666666666666666700,1
2008, Teleorman,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Tulcea,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Constanta,P  INVATAMANT,22000000,,3.66666666666666666700,1
2008, Covasna,P  INVATAMANT,5000000,,0.83333333333333333300,1
2008, Neamt,P  INVATAMANT,9000000,,1.50000000000000000000,1
2008, Valcea,P  INVATAMANT,5000000,,0.83333333333333333300,1
2008, Vaslui,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Giurgiu,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Botosani,P  INVATAMANT,1000000,,0.16666666666666666700,1
2008, Brasov,P  INVATAMANT,17000000,,2.83333333333333333300,1
2008, Bacau,P  INVATAMANT,29000000,,4.83333333333333333300,1
2008, Maramures,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Olt,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Braila,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Arad,P  INVATAMANT,4000000,,0.66666666666666666700,1
2008, Dolj,P  INVATAMANT,6000000,,1.00000000000000000000,1
2008, Salaj,P  INVATAMANT,4000000,,0.66666666666666666700,1
2008, Cluj,P  INVATAMANT,18000000,,3.00000000000000000000,1
2008, Alba,P  INVATAMANT,5000000,,0.83333333333333333300,1
2008, Vrancea,P  INVATAMANT,4000000,,0.66666666666666666700,1
2008, Caras-Severin,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Ialomita,P  INVATAMANT,1000000,,0.16666666666666666700,1
2008, Bihor,P  INVATAMANT,5000000,,0.83333333333333333300,1
2008, Buzau,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Timis,P  INVATAMANT,17000000,,2.83333333333333333300,1
2008, Ilfov,P  INVATAMANT,26000000,,4.33333333333333333300,1
2008, Mehedinti,P  INVATAMANT,2000000,,0.33333333333333333300,1
2008, Harghita,P  INVATAMANT,25000000,,4.16666666666666666700,1
2008, Dambovita,P  INVATAMANT,7000000,,1.16666666666666666700,1
2008, Mures,P  INVATAMANT,7000000,,1.16666666666666666700,1
2008, Satu Mare,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Suceava,P  INVATAMANT,10000000,,1.66666666666666666700,1
2008, Calarasi,P  INVATAMANT,3000000,,0.50000000000000000000,1
2008, Municipiul Bucuresti,P  INVATAMANT,268000000,,44.66666666666666666700,1
2008, Giurgiu,Q  SANATATE SI ASISTENTA SOCIALA,4000000,,0.15649452269170579000,1
2008, Constanta,Q  SANATATE SI ASISTENTA SOCIALA,91000000,,3.56025039123630672900,1
2008, Ilfov,Q  SANATATE SI ASISTENTA SOCIALA,18000000,,0.70422535211267605600,1
2008, Mures,Q  SANATATE SI ASISTENTA SOCIALA,50000000,,1.95618153364632237900,1
2008, Salaj,Q  SANATATE SI ASISTENTA SOCIALA,18000000,,0.70422535211267605600,1
2008, Timis,Q  SANATATE SI ASISTENTA SOCIALA,123000000,,4.81220657276995305200,1
2008, Vrancea,Q  SANATATE SI ASISTENTA SOCIALA,26000000,,1.01721439749608763700,1
2008, Harghita,Q  SANATATE SI ASISTENTA SOCIALA,16000000,,0.62597809076682316100,1
2008, Olt,Q  SANATATE SI ASISTENTA SOCIALA,21000000,,0.82159624413145539900,1
2008, Buzau,Q  SANATATE SI ASISTENTA SOCIALA,44000000,,1.72143974960876369300,1
2008, Dolj,Q  SANATATE SI ASISTENTA SOCIALA,83000000,,3.24726134585289514900,1
2008, Braila,Q  SANATATE SI ASISTENTA SOCIALA,21000000,,0.82159624413145539900,1
2008, Alba,Q  SANATATE SI ASISTENTA SOCIALA,20000000,,0.78247261345852895100,1
2008, Galati,Q  SANATATE SI ASISTENTA SOCIALA,33000000,,1.29107981220657277000,1
2008, Satu Mare,Q  SANATATE SI ASISTENTA SOCIALA,14000000,,0.54773082942097026600,1
2008, Tulcea,Q  SANATATE SI ASISTENTA SOCIALA,20000000,,0.78247261345852895100,1
2008, Sibiu,Q  SANATATE SI ASISTENTA SOCIALA,65000000,,2.54303599374021909200,1
2008, Iasi,Q  SANATATE SI ASISTENTA SOCIALA,66000000,,2.58215962441314554000,1
2008, Calarasi,Q  SANATATE SI ASISTENTA SOCIALA,7000000,,0.27386541471048513300,1
2008, Botosani,Q  SANATATE SI ASISTENTA SOCIALA,11000000,,0.43035993740219092300,1
2008, Dambovita,Q  SANATATE SI ASISTENTA SOCIALA,19000000,,0.74334898278560250400,1
2008, Arad,Q  SANATATE SI ASISTENTA SOCIALA,67000000,,2.62128325508607198700,1
2008, Maramures,Q  SANATATE SI ASISTENTA SOCIALA,19000000,,0.74334898278560250400,1
2008, Brasov,Q  SANATATE SI ASISTENTA SOCIALA,111000000,,4.34272300469483568100,1
2008, Teleorman,Q  SANATATE SI ASISTENTA SOCIALA,18000000,,0.70422535211267605600,1
2008, Municipiul Bucuresti,Q  SANATATE SI ASISTENTA SOCIALA,992000000,,38.81064162754303599400,1
2008, Caras-Severin,Q  SANATATE SI ASISTENTA SOCIALA,15000000,,0.58685446009389671400,1
2008, Bistrita-Nasaud,Q  SANATATE SI ASISTENTA SOCIALA,10000000,,0.39123630672926447600,1
2008, Vaslui,Q  SANATATE SI ASISTENTA SOCIALA,19000000,,0.74334898278560250400,1
2008, Arges,Q  SANATATE SI ASISTENTA SOCIALA,51000000,,1.99530516431924882600,1
2008, Hunedoara,Q  SANATATE SI ASISTENTA SOCIALA,26000000,,1.01721439749608763700,1
2008, Covasna,Q  SANATATE SI ASISTENTA SOCIALA,6000000,,0.23474178403755868500,1
2008, Valcea,Q  SANATATE SI ASISTENTA SOCIALA,18000000,,0.70422535211267605600,1
2008, Prahova,Q  SANATATE SI ASISTENTA SOCIALA,77000000,,3.01251956181533646300,1
2008, Ialomita,Q  SANATATE SI ASISTENTA SOCIALA,7000000,,0.27386541471048513300,1
2008, Cluj,Q  SANATATE SI ASISTENTA SOCIALA,126000000,,4.92957746478873239400,1
2008, Bihor,Q  SANATATE SI ASISTENTA SOCIALA,53000000,,2.07355242566510172100,1
2008, Neamt,Q  SANATATE SI ASISTENTA SOCIALA,23000000,,0.89984350547730829400,1
2008, Mehedinti,Q  SANATATE SI ASISTENTA SOCIALA,11000000,,0.43035993740219092300,1
2008, Gorj,Q  SANATATE SI ASISTENTA SOCIALA,29000000,,1.13458528951486698000,1
2008, Suceava,Q  SANATATE SI ASISTENTA SOCIALA,34000000,,1.33020344287949921800,1
2008, Bacau,Q  SANATATE SI ASISTENTA SOCIALA,74000000,,2.89514866979655712100,1
2008, Vaslui,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,92000000,,1.15635997988939165400,1
2008, Ialomita,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,33000000,,0.41478129713423831100,1
2008, Botosani,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,70000000,,0.87983911513323278000,1
2008, Arges,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,117000000,,1.47058823529411764700,1
2008, Covasna,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,26000000,,0.32679738562091503300,1
2008, Suceava,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,105000000,,1.31975867269984917000,1
2008, Neamt,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,75000000,,0.94268476621417797900,1
2008, Bistrita-Nasaud,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,93000000,,1.16892911010558069400,1
2008, Galati,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,190000000,,2.38813474107591754700,1
2008, Constanta,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,303000000,,3.80844645550527903500,1
2008, Braila,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,78000000,,0.98039215686274509800,1
2008, Prahova,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,207000000,,2.60180995475113122200,1
2008, Dambovita,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,35000000,,0.43991955756661639000,1
2008, Maramures,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,92000000,,1.15635997988939165400,1
2008, Teleorman,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,55000000,,0.69130216189039718500,1
2008, Caras-Severin,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,35000000,,0.43991955756661639000,1
2008, Dolj,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,161000000,,2.02362996480643539500,1
2008, Sibiu,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,173000000,,2.17445952740070387100,1
2008, Calarasi,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,21000000,,0.26395173453996983400,1
2008, Gorj,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,64000000,,0.80442433383609854200,1
2008, Arad,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,80000000,,1.00553041729512317700,1
2008, Brasov,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,210000000,,2.63951734539969834100,1
2008, Salaj,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,45000000,,0.56561085972850678700,1
2008, Harghita,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,56000000,,0.70387129210658622400,1
2008, Municipiul Bucuresti,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,3382000000,,42.50879839115133232800,1
2008, Tulcea,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,40000000,,0.50276520864756158900,1
2008, Bihor,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,225000000,,2.82805429864253393700,1
2008, Mures,R+S ALTE ACTIVITATI DE SERVICII COLECTIVE  SOCIALE SI PERSONALE,226000000,,2.84062342885872297600,1
