CAEN Rev.2  (activitati ale economiei nationale), Clase de marime, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Miliarde lei  lei RON  mii lei RON milioane lei RON (incepand cu 2005), Valoare
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2015, Milioane lei RON, 473
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2016, Milioane lei RON, 429
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2017, Milioane lei RON, 423
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2018, Milioane lei RON, 525
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2019, Milioane lei RON, 610
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2020, Milioane lei RON, 604
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2021, Milioane lei RON, 726
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2022, Milioane lei RON, 833
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2023, Milioane lei RON, 962
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Hunedoara, Anul 2024, Milioane lei RON, 1056
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2008, Milioane lei RON, 1806
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2009, Milioane lei RON, 1815
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2010, Milioane lei RON, 1632
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2011, Milioane lei RON, 1790
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2012, Milioane lei RON, 2022
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2013, Milioane lei RON, 2294
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2014, Milioane lei RON, 2229
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2015, Milioane lei RON, 2354
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2016, Milioane lei RON, 2552
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2017, Milioane lei RON, 2921
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2018, Milioane lei RON, 3681
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2019, Milioane lei RON, 3856
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2020, Milioane lei RON, 3848
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2021, Milioane lei RON, 4713
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2022, Milioane lei RON, 5621
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2023, Milioane lei RON, 6048
TRANZACTII IMOBILIARE  INCHIRIERI SI ACTIVITATI DE SERVICII PRESTATE IN PRINCIPAL INTREPRINDERILOR  (activitati profesionale  stiintifice si tehnice  activitati de servicii administrative si activitati de servicii suport ), Total, Timis, Anul 2024, Milioane lei RON, 6747
P  INVATAMANT, Total, Bihor, Anul 2008, Milioane lei RON, 5
P  INVATAMANT, Total, Bihor, Anul 2009, Milioane lei RON, 5
P  INVATAMANT, Total, Bihor, Anul 2010, Milioane lei RON, 6
P  INVATAMANT, Total, Bihor, Anul 2011, Milioane lei RON, 8
P  INVATAMANT, Total, Bihor, Anul 2012, Milioane lei RON, 8
P  INVATAMANT, Total, Bihor, Anul 2013, Milioane lei RON, 9
P  INVATAMANT, Total, Bihor, Anul 2014, Milioane lei RON, 12
P  INVATAMANT, Total, Bihor, Anul 2015, Milioane lei RON, 15
P  INVATAMANT, Total, Bihor, Anul 2016, Milioane lei RON, 19
P  INVATAMANT, Total, Bihor, Anul 2017, Milioane lei RON, 22
P  INVATAMANT, Total, Bihor, Anul 2018, Milioane lei RON, 23
P  INVATAMANT, Total, Bihor, Anul 2019, Milioane lei RON, 22
P  INVATAMANT, Total, Bihor, Anul 2020, Milioane lei RON, 31
P  INVATAMANT, Total, Bihor, Anul 2021, Milioane lei RON, 27
P  INVATAMANT, Total, Bihor, Anul 2022, Milioane lei RON, 48
P  INVATAMANT, Total, Bihor, Anul 2023, Milioane lei RON, 58
P  INVATAMANT, Total, Bihor, Anul 2024, Milioane lei RON, 69
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2008, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2009, Milioane lei RON, 2
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2010, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2011, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2012, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2013, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2014, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2015, Milioane lei RON, 3
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2016, Milioane lei RON, 4
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2017, Milioane lei RON, 5
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2018, Milioane lei RON, 6
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2019, Milioane lei RON, 8
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2020, Milioane lei RON, 9
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2021, Milioane lei RON, 10
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2022, Milioane lei RON, 14
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2023, Milioane lei RON, 14
P  INVATAMANT, Total, Bistrita-Nasaud, Anul 2024, Milioane lei RON, 17
P  INVATAMANT, Total, Cluj, Anul 2008, Milioane lei RON, 18
P  INVATAMANT, Total, Cluj, Anul 2009, Milioane lei RON, 16
P  INVATAMANT, Total, Cluj, Anul 2010, Milioane lei RON, 21
P  INVATAMANT, Total, Cluj, Anul 2011, Milioane lei RON, 17
P  INVATAMANT, Total, Cluj, Anul 2012, Milioane lei RON, 20
P  INVATAMANT, Total, Cluj, Anul 2013, Milioane lei RON, 19
P  INVATAMANT, Total, Cluj, Anul 2014, Milioane lei RON, 27
P  INVATAMANT, Total, Cluj, Anul 2015, Milioane lei RON, 31
P  INVATAMANT, Total, Cluj, Anul 2016, Milioane lei RON, 42
P  INVATAMANT, Total, Cluj, Anul 2017, Milioane lei RON, 60
P  INVATAMANT, Total, Cluj, Anul 2018, Milioane lei RON, 70
P  INVATAMANT, Total, Cluj, Anul 2019, Milioane lei RON, 87
P  INVATAMANT, Total, Cluj, Anul 2020, Milioane lei RON, 79
P  INVATAMANT, Total, Cluj, Anul 2021, Milioane lei RON, 141
P  INVATAMANT, Total, Cluj, Anul 2022, Milioane lei RON, 211
P  INVATAMANT, Total, Cluj, Anul 2023, Milioane lei RON, 234
P  INVATAMANT, Total, Cluj, Anul 2024, Milioane lei RON, 239
P  INVATAMANT, Total, Maramures, Anul 2008, Milioane lei RON, 3
P  INVATAMANT, Total, Maramures, Anul 2009, Milioane lei RON, 3
P  INVATAMANT, Total, Maramures, Anul 2010, Milioane lei RON, 4
P  INVATAMANT, Total, Maramures, Anul 2011, Milioane lei RON, 4
P  INVATAMANT, Total, Maramures, Anul 2012, Milioane lei RON, 4
P  INVATAMANT, Total, Maramures, Anul 2013, Milioane lei RON, 5
P  INVATAMANT, Total, Maramures, Anul 2014, Milioane lei RON, 4
P  INVATAMANT, Total, Maramures, Anul 2015, Milioane lei RON, 6
P  INVATAMANT, Total, Maramures, Anul 2016, Milioane lei RON, 6
P  INVATAMANT, Total, Maramures, Anul 2017, Milioane lei RON, 7
P  INVATAMANT, Total, Maramures, Anul 2018, Milioane lei RON, 8
P  INVATAMANT, Total, Maramures, Anul 2019, Milioane lei RON, 11
P  INVATAMANT, Total, Maramures, Anul 2020, Milioane lei RON, 11
P  INVATAMANT, Total, Maramures, Anul 2021, Milioane lei RON, 12
P  INVATAMANT, Total, Maramures, Anul 2022, Milioane lei RON, 19
P  INVATAMANT, Total, Maramures, Anul 2023, Milioane lei RON, 24
P  INVATAMANT, Total, Maramures, Anul 2024, Milioane lei RON, 22
P  INVATAMANT, Total, Satu Mare, Anul 2008, Milioane lei RON, 3
P  INVATAMANT, Total, Satu Mare, Anul 2009, Milioane lei RON, 5
P  INVATAMANT, Total, Satu Mare, Anul 2010, Milioane lei RON, 6
P  INVATAMANT, Total, Satu Mare, Anul 2011, Milioane lei RON, 5
P  INVATAMANT, Total, Satu Mare, Anul 2012, Milioane lei RON, 5
P  INVATAMANT, Total, Satu Mare, Anul 2013, Milioane lei RON, 6
P  INVATAMANT, Total, Satu Mare, Anul 2014, Milioane lei RON, 7
P  INVATAMANT, Total, Satu Mare, Anul 2015, Milioane lei RON, 8
P  INVATAMANT, Total, Satu Mare, Anul 2016, Milioane lei RON, 10
P  INVATAMANT, Total, Satu Mare, Anul 2017, Milioane lei RON, 10
P  INVATAMANT, Total, Satu Mare, Anul 2018, Milioane lei RON, 12
P  INVATAMANT, Total, Satu Mare, Anul 2019, Milioane lei RON, 13
P  INVATAMANT, Total, Satu Mare, Anul 2020, Milioane lei RON, 5
P  INVATAMANT, Total, Satu Mare, Anul 2021, Milioane lei RON, 10
P  INVATAMANT, Total, Satu Mare, Anul 2022, Milioane lei RON, 9
P  INVATAMANT, Total, Satu Mare, Anul 2023, Milioane lei RON, 12
P  INVATAMANT, Total, Satu Mare, Anul 2024, Milioane lei RON, 13
P  INVATAMANT, Total, Salaj, Anul 2008, Milioane lei RON, 4
P  INVATAMANT, Total, Salaj, Anul 2009, Milioane lei RON, 2
P  INVATAMANT, Total, Salaj, Anul 2010, Milioane lei RON, 3
P  INVATAMANT, Total, Salaj, Anul 2011, Milioane lei RON, 3
P  INVATAMANT, Total, Salaj, Anul 2012, Milioane lei RON, 3
P  INVATAMANT, Total, Salaj, Anul 2013, Milioane lei RON, 4
P  INVATAMANT, Total, Salaj, Anul 2014, Milioane lei RON, 4
P  INVATAMANT, Total, Salaj, Anul 2015, Milioane lei RON, 5
P  INVATAMANT, Total, Salaj, Anul 2016, Milioane lei RON, 5
P  INVATAMANT, Total, Salaj, Anul 2017, Milioane lei RON, 6
P  INVATAMANT, Total, Salaj, Anul 2018, Milioane lei RON, 7
P  INVATAMANT, Total, Salaj, Anul 2019, Milioane lei RON, 7
P  INVATAMANT, Total, Salaj, Anul 2020, Milioane lei RON, 7
P  INVATAMANT, Total, Salaj, Anul 2021, Milioane lei RON, 9
P  INVATAMANT, Total, Salaj, Anul 2022, Milioane lei RON, 10
P  INVATAMANT, Total, Salaj, Anul 2023, Milioane lei RON, 14
P  INVATAMANT, Total, Salaj, Anul 2024, Milioane lei RON, 15
P  INVATAMANT, Total, Alba, Anul 2008, Milioane lei RON, 5
P  INVATAMANT, Total, Alba, Anul 2009, Milioane lei RON, 5
P  INVATAMANT, Total, Alba, Anul 2010, Milioane lei RON, 7
P  INVATAMANT, Total, Alba, Anul 2011, Milioane lei RON, 7
P  INVATAMANT, Total, Alba, Anul 2012, Milioane lei RON, 7
P  INVATAMANT, Total, Alba, Anul 2013, Milioane lei RON, 8
P  INVATAMANT, Total, Alba, Anul 2014, Milioane lei RON, 9
P  INVATAMANT, Total, Alba, Anul 2015, Milioane lei RON, 10
P  INVATAMANT, Total, Alba, Anul 2016, Milioane lei RON, 10
P  INVATAMANT, Total, Alba, Anul 2017, Milioane lei RON, 9
P  INVATAMANT, Total, Alba, Anul 2018, Milioane lei RON, 10
P  INVATAMANT, Total, Alba, Anul 2019, Milioane lei RON, 11
P  INVATAMANT, Total, Alba, Anul 2020, Milioane lei RON, 10
P  INVATAMANT, Total, Alba, Anul 2021, Milioane lei RON, 14
P  INVATAMANT, Total, Alba, Anul 2022, Milioane lei RON, 19
P  INVATAMANT, Total, Alba, Anul 2023, Milioane lei RON, 21
P  INVATAMANT, Total, Alba, Anul 2024, Milioane lei RON, 18
P  INVATAMANT, Total, Brasov, Anul 2008, Milioane lei RON, 17
P  INVATAMANT, Total, Brasov, Anul 2009, Milioane lei RON, 16
P  INVATAMANT, Total, Brasov, Anul 2010, Milioane lei RON, 14
P  INVATAMANT, Total, Brasov, Anul 2011, Milioane lei RON, 18
P  INVATAMANT, Total, Brasov, Anul 2012, Milioane lei RON, 22
P  INVATAMANT, Total, Brasov, Anul 2013, Milioane lei RON, 25
P  INVATAMANT, Total, Brasov, Anul 2014, Milioane lei RON, 30
P  INVATAMANT, Total, Brasov, Anul 2015, Milioane lei RON, 30
P  INVATAMANT, Total, Brasov, Anul 2016, Milioane lei RON, 32
P  INVATAMANT, Total, Brasov, Anul 2017, Milioane lei RON, 39
P  INVATAMANT, Total, Brasov, Anul 2018, Milioane lei RON, 44
P  INVATAMANT, Total, Brasov, Anul 2019, Milioane lei RON, 52
P  INVATAMANT, Total, Brasov, Anul 2020, Milioane lei RON, 44
P  INVATAMANT, Total, Brasov, Anul 2021, Milioane lei RON, 65
P  INVATAMANT, Total, Brasov, Anul 2022, Milioane lei RON, 86
P  INVATAMANT, Total, Brasov, Anul 2023, Milioane lei RON, 105
P  INVATAMANT, Total, Brasov, Anul 2024, Milioane lei RON, 217
P  INVATAMANT, Total, Covasna, Anul 2008, Milioane lei RON, 5
P  INVATAMANT, Total, Covasna, Anul 2009, Milioane lei RON, 4
P  INVATAMANT, Total, Covasna, Anul 2010, Milioane lei RON, 4
P  INVATAMANT, Total, Covasna, Anul 2011, Milioane lei RON, 6
P  INVATAMANT, Total, Covasna, Anul 2012, Milioane lei RON, 5
P  INVATAMANT, Total, Covasna, Anul 2013, Milioane lei RON, 4
P  INVATAMANT, Total, Covasna, Anul 2014, Milioane lei RON, 5
P  INVATAMANT, Total, Covasna, Anul 2015, Milioane lei RON, 7
P  INVATAMANT, Total, Covasna, Anul 2016, Milioane lei RON, 6
P  INVATAMANT, Total, Covasna, Anul 2017, Milioane lei RON, 7
P  INVATAMANT, Total, Covasna, Anul 2018, Milioane lei RON, 7
P  INVATAMANT, Total, Covasna, Anul 2019, Milioane lei RON, 10
P  INVATAMANT, Total, Covasna, Anul 2020, Milioane lei RON, 10
P  INVATAMANT, Total, Covasna, Anul 2021, Milioane lei RON, 12
P  INVATAMANT, Total, Covasna, Anul 2022, Milioane lei RON, 12
P  INVATAMANT, Total, Covasna, Anul 2023, Milioane lei RON, 18
P  INVATAMANT, Total, Covasna, Anul 2024, Milioane lei RON, 19
P  INVATAMANT, Total, Harghita, Anul 2008, Milioane lei RON, 25
P  INVATAMANT, Total, Harghita, Anul 2009, Milioane lei RON, 21
P  INVATAMANT, Total, Harghita, Anul 2010, Milioane lei RON, 17
P  INVATAMANT, Total, Harghita, Anul 2011, Milioane lei RON, 17
P  INVATAMANT, Total, Harghita, Anul 2012, Milioane lei RON, 18
P  INVATAMANT, Total, Harghita, Anul 2013, Milioane lei RON, 18
P  INVATAMANT, Total, Harghita, Anul 2014, Milioane lei RON, 20
P  INVATAMANT, Total, Harghita, Anul 2015, Milioane lei RON, 19
P  INVATAMANT, Total, Harghita, Anul 2016, Milioane lei RON, 16
P  INVATAMANT, Total, Harghita, Anul 2017, Milioane lei RON, 17
P  INVATAMANT, Total, Harghita, Anul 2018, Milioane lei RON, 26
P  INVATAMANT, Total, Harghita, Anul 2019, Milioane lei RON, 33
